productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-0100-2637,0100-2637,Agilent,"Nut and ferrule, stainless steel, 1/8 inch, for sample loop for switching valve",,{},none,
AGIL-51855824,5185-5824,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5824 2 ml Screw Top Vials & Caps Part Number:5185-5824 Cap, screw, blue, bonded preslit PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""Yes"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855829,5185-5829,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5829 2 ml Screw Top Vials & Caps Part Number:5185-5829 Cap, screw, green, PTFE/red silicone septa, 500/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855838,5185-5838,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5838 2 ml Screw Top Vials & Caps Part Number:5185-5838 Cap, screw, black, PTFE/red silicone, 100/pk.","{""Cap Color"": ""Black"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855851,5185-5851,Agilent,11mm Crimp Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5851 2 ml Crimp Top Vials & Caps Part Number:5185-5851 Caps/septa, crimp, silver, aluminum, PTFE/red rubber, 100,000/pk (obsolete - replace with 100 x 6183-4498).","{""Cap Color"": ""Silver"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""11 mm"", ""Certified"": ""No"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red rubber"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51855861,5185-5861,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5861 2 ml Screw Top Vials & Caps Part Number:5185-5861 Cap, screw, green, PTFE/silicone/PTFE septa, 500/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855862,5185-5862,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5862 2 ml Screw Top Vials & Caps Part Number:5185-5862 Cap, screw, blue, certified, PTFE/silicone/PTFE septa, 500/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855863,5185-5863,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5863 2 mL Screw Top Vials & Caps Part Number:5185-5863 Cap, screw, blue, certified, PTFE/white silicone septa, 500/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855864,5185-5864,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5864 2 ml Screw Top Vials & Caps Part Number:5185-5864 Cap, screw, green, PTFE/silicone septa, 500/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855865,5185-5865,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5865 2 mL Screw Top Vials & Caps Part Number:5185-5865 Cap, screw, blue, certified, preslit PTFE/silicone, 500/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""Yes"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855917,5185-5917,Agilent,9mm Screw Cap,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5917 2 ml Screw Top Vials & Caps Part Number:5185-5917 Screw cap, blue 500 packs of 100.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Cap"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red rubber"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51855946,5185-5946,Agilent,2mL Crimp Vial Clear No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5946 2 ml Crimp Top Vials & Caps Part Number:5185-5946 Crimp top vial bundle, silver, clear, certified, 2 mL, PTFE/red rubber 50,000/pk.","{""Cap Size"": ""11 mm"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51855950,5185-5950,Agilent,2 mL Screw Top Vial - Clear,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5950 2 ml Screw Top Vials & Caps Part Number:5185-5950 Screw top vial bundle, clear, certified, 2 mL, blue, PTFE/silicone, 50,000/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51855957,5185-5957,Agilent,Headspace Vial 20mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5957 Headspace Vials & Caps Part Number:5185-5957 Vial, certified, headspace, crimp top, 20 mL, 23 x 75 mm, clear, flat bottom, 100 packs of p/n 5182-0837.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Write-On"": ""No""}",high,
AGIL-51882788,5188-2788,Agilent,Polypropylene Vial Insert,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-2788 Polypropylene Vials Part Number:5188-2788 Vial, crimp/snap top, polypropylene, certified, 250 µL, 100/pk.","{""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Polypropylene"", ""Volume"": ""250 µL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51885246,5188-5246,Agilent,GC Autosampler Syringe 1 µL,Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-5246 Autosampler Syringes Part Number:5188-5246 Agilent ALS syringe 1.,"{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Plunger-in-needle"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""1 µL""}",high,
AGIL-51885247,5188-5247,Agilent,GC Autosampler Syringe 2 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-5247 Autosampler Syringes Part Number:5188-5247 Agilent ALS syringe, 2.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Plunger-in-needle"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""2 µL""}",high,
AGIL-51885386,5188-5386,Agilent,11mm Crimp Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-5386 2 mL Crimp Top Vials & Caps Part Number:5188-5386 Cap, crimp steel gold, magnetic, white silicone/PTFE septa, 11 mm, 100/pk.","{""Cap Color"": ""Gold"", ""Cap Material"": ""Steel"", ""Cap Size"": ""11 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Type"": ""Crimp""}",high,
AGIL-51885390,5188-5390,Agilent,Polypropylene Vial Insert with Polymer Feet,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-5390 Polypropylene Vials Part Number:5188-5390 Vial, screw top, polypropylene, with glass insert, 250 µL, 100/pk.","{""Cap Size"": ""12 mm"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Polyethelene"", ""Vial Specifications"": ""Glass Insert"", ""Volume"": ""250 µL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51886537,5188-6537,Agilent,Headspace Vial Amber Glass 20mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-6537 Headspace Vials & Caps Part Number:5188-6537 Vial, screw top, headspace, amber, round bottom, 20 mL, 23 x 75 mm, 100/pk.","{""Cap Size"": ""18 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""75 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""75 mm x 22.75 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51886538,5188-6538,Agilent,Headspace Vial Amber Glass 10mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5188-6538 Headspace Vials & Caps Part Number:5188-6538 Vial, screw top, headspace, amber, round bottom, 10 mL, 23 x 46 mm, 100/pk.","{""Cap Size"": ""18 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""46 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""46 mm x 22.75 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""10 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51901599,5190-1599,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-1599 Screw Caps with Septa for Wide Opening (9 mm) Vials Part Number:5190-1599 Cap, screw, blue, certified, PTFE/red silicone septa, 1,000/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51902238,5190-2238,Agilent,Headspace Vial Amber Glass 10mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2238 Headspace Vials & Caps Part Number:5190-2238 Vial, crimp top, headspace, amber, round bottom, certified, 10 mL, 23 x 46 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentCTCPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""46 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""46 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""10 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51902239,5190-2239,Agilent,Headspace Vial Amber Glass 20mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2239 Headspace Vials & Caps Part Number:5190-2239 Vial, crimp top, headspace, amber, round bottom, certified, 20 mL, 23 x 75 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentCTCPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""75 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""75 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51902242,5190-2242,Agilent,Polypropylene Vial Insert,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2242 Polypropylene Vials Part Number:5190-2242 Vial, screw top, polypropylene, certified, 250 µL, 100/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Polypropylene"", ""Volume"": ""250 µL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51902243,5190-2243,Agilent,Polypropylene Vial Insert,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2243 Polypropylene Vials Part Number:5190-2243 Vial, screw top, polypropylene, certified, 250 µL, 1,000/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Polypropylene"", ""Volume"": ""250 µL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51902285,5190-2285,Agilent,Headspace Vial Clear Glass 10mL with Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2285 Headspace Vials & Caps Part Number:5190-2285 Vial, crimp top, headspace, clear, graduation marks and write-on spot, flat bottom, certified, 10 mL, 23 x 46 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""46 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Dimensions"": ""46 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""10 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""Yes""}",high,
AGIL-51902286,5190-2286,Agilent,Headspace Vial Amber Glass 20mL with Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5190-2286 SPME Accessories Part Number:5190-2286 Vial, crimp top, headspace, amber, graduation marks and write-on spot, flat bottom, certified, 20 mL, 23 x 75 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""75 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Dimensions"": ""75 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""Yes""}",high,
